Inexperienced School Leaders,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Poverty Level,Title1 Code,Percent of Inexperienced Principals,Number of Inexperienced Principals,Percent of Inexperienced Assistant Principals,Number of Inexperienced Assistant Principals
2023 - 2024,SCH,Fairfax County Public Schools,Oakton High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Oakton High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Oakton High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Oakton High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Olde Creek Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Olde Creek Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Olde Creek Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Olde Creek Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Orange Hunt Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Orange Hunt Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Orange Hunt Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Orange Hunt Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Parklawn Elementary,All Schools,All Schools,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Parklawn Elementary,All Schools,Title I,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Parklawn Elementary,High Poverty,All Schools,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Parklawn Elementary,High Poverty,Title I,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Pine Spring Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Pine Spring Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Poe Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Poe Middle,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Poplar Tree Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Poplar Tree Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Poplar Tree Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Poplar Tree Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Powell Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Powell Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Powell Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Powell Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Providence Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Providence Elementary,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Ravensworth Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Ravensworth Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Ravensworth Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Ravensworth Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Riverside Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Riverside Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Robinson Secondary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Robinson Secondary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Robinson Secondary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Robinson Secondary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Rocky Run Middle,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Rocky Run Middle,All Schools,Non-Title I,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Rocky Run Middle,Low Poverty,All Schools,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Rocky Run Middle,Low Poverty,Non-Title I,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Rolling Valley Elementary,All Schools,All Schools,100,1,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Rolling Valley Elementary,All Schools,Non-Title I,100,1,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Rolling Valley Elementary,Low Poverty,All Schools,100,1,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Rolling Valley Elementary,Low Poverty,Non-Title I,100,1,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Rose Hill Elementary,All Schools,All Schools,100,1,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Rose Hill Elementary,All Schools,Non-Title I,100,1,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Sandburg Middle,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sandburg Middle,All Schools,Non-Title I,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sangster Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sangster Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sangster Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sangster Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Saratoga Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Saratoga Elementary,All Schools,Non-Title I,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sherman Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sherman Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sherman Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sherman Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Shrevewood Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Shrevewood Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Shrevewood Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Shrevewood Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Silverbrook Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Silverbrook Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Silverbrook Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Silverbrook Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sleepy Hollow Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sleepy Hollow Elementary,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County Middle,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County Middle,All Schools,Non-Title I,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County Middle,Low Poverty,All Schools,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South County Middle,Low Poverty,Non-Title I,100,1,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South Lakes High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South Lakes High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South Lakes High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,South Lakes High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Spring Hill Elementary,All Schools,All Schools,100,1,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Spring Hill Elementary,All Schools,Non-Title I,100,1,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Spring Hill Elementary,Low Poverty,All Schools,100,1,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Spring Hill Elementary,Low Poverty,Non-Title I,100,1,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Springfield Estates Elementary,All Schools,All Schools,100,1,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Springfield Estates Elementary,All Schools,Non-Title I,100,1,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Stenwood Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Stenwood Elementary,All Schools,Non-Title I,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Stenwood Elementary,Low Poverty,All Schools,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Stenwood Elementary,Low Poverty,Non-Title I,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,Stone Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Stone Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Stratford Landing Elementary,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Stratford Landing Elementary,All Schools,Non-Title I,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Stratford Landing Elementary,Low Poverty,All Schools,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Stratford Landing Elementary,Low Poverty,Non-Title I,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Sunrise Valley Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sunrise Valley Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sunrise Valley Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Sunrise Valley Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terra Centre Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terra Centre Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terra Centre Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terra Centre Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terraset Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terraset Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terraset Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Terraset Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Thomas Jefferson High for Science and Technology,All Schools,All Schools,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Thomas Jefferson High for Science and Technology,All Schools,Non-Title I,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Thomas Jefferson High for Science and Technology,Low Poverty,All Schools,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Thomas Jefferson High for Science and Technology,Low Poverty,Non-Title I,0,0,33.3,1
2023 - 2024,SCH,Fairfax County Public Schools,Thoreau Middle,All Schools,All Schools,0,0,100,2
2023 - 2024,SCH,Fairfax County Public Schools,Thoreau Middle,All Schools,Non-Title I,0,0,100,2
2023 - 2024,SCH,Fairfax County Public Schools,Thoreau Middle,Low Poverty,All Schools,0,0,100,2
2023 - 2024,SCH,Fairfax County Public Schools,Thoreau Middle,Low Poverty,Non-Title I,0,0,100,2
2023 - 2024,SCH,Fairfax County Public Schools,Timber Lane Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Timber Lane Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Twain Middle,All Schools,All Schools,0,0,25,1
2023 - 2024,SCH,Fairfax County Public Schools,Twain Middle,All Schools,Non-Title I,0,0,25,1
2023 - 2024,SCH,Fairfax County Public Schools,Twain Middle,Low Poverty,All Schools,0,0,25,1
2023 - 2024,SCH,Fairfax County Public Schools,Twain Middle,Low Poverty,Non-Title I,0,0,25,1
2023 - 2024,SCH,Fairfax County Public Schools,Union Mill Elementary,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Union Mill Elementary,All Schools,Non-Title I,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Union Mill Elementary,Low Poverty,All Schools,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Union Mill Elementary,Low Poverty,Non-Title I,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Vienna Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Vienna Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Vienna Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Vienna Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Virginia Run Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Virginia Run Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wakefield Forest Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wakefield Forest Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wakefield Forest Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wakefield Forest Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waples Mill Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waples Mill Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waples Mill Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waples Mill Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Washington Mill Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Washington Mill Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waynewood Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waynewood Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waynewood Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Waynewood Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,West Potomac High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,West Potomac High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield Elementary,All Schools,Non-Title I,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield Elementary,Low Poverty,All Schools,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield Elementary,Low Poverty,Non-Title I,0,0,100,1
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,West Springfield High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westbriar Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westbriar Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westbriar Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westbriar Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westfield High,All Schools,All Schools,0,0,50,3
2023 - 2024,SCH,Fairfax County Public Schools,Westfield High,All Schools,Non-Title I,0,0,50,3
2023 - 2024,SCH,Fairfax County Public Schools,Westfield High,Low Poverty,All Schools,0,0,50,3
2023 - 2024,SCH,Fairfax County Public Schools,Westfield High,Low Poverty,Non-Title I,0,0,50,3
2023 - 2024,SCH,Fairfax County Public Schools,Westgate Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westgate Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westgate Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westgate Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westlawn Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Westlawn Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Weyanoke Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Weyanoke Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,White Oaks Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,White Oaks Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,White Oaks Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,White Oaks Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Whitman Middle,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Whitman Middle,All Schools,Non-Title I,0,0,50,1
2023 - 2024,SCH,Fairfax County Public Schools,Willow Springs Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Willow Springs Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Willow Springs Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Willow Springs Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wolftrap Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wolftrap Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wolftrap Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Fairfax County Public Schools,Wolftrap Elementary,Low Poverty,Non-Title I,0,0,0,0
