On-time Graduation Rate,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Subgroup,Cohort,Graduation Count,Virginia On-Time Graduation Rate,Completer Count,Completion Rate
2023,SCH,Stafford County Public Schools,Colonial Forge High,Native Hawaiian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Colonial Forge High,Students with Disabilities,61,52,85.2,53,86.9
2023,SCH,Stafford County Public Schools,Colonial Forge High,White,198,186,93.9,188,94.9
2023,SCH,Stafford County Public Schools,Mountain View High ,All Students,571,551,96.5,555,97.2
2023,SCH,Stafford County Public Schools,Mountain View High ,American Indian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Asian,18,18,100,18,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Black,81,80,98.8,81,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Economically Disadvantaged,119,113,95,114,95.8
2023,SCH,Stafford County Public Schools,Mountain View High ,English Learners,18,16,88.9,16,88.9
2023,SCH,Stafford County Public Schools,Mountain View High ,Female,276,266,96.4,269,97.5
2023,SCH,Stafford County Public Schools,Mountain View High ,Foster Care,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Hispanic,132,122,92.4,123,93.2
2023,SCH,Stafford County Public Schools,Mountain View High ,Homeless,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Male,294,284,96.6,285,96.9
2023,SCH,Stafford County Public Schools,Mountain View High ,Military Connected,35,35,100,35,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Multiple Races,48,48,100,48,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Native Hawaiian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Mountain View High ,Students with Disabilities,78,72,92.3,73,93.6
2023,SCH,Stafford County Public Schools,Mountain View High ,White,288,279,96.9,281,97.6
2023,SCH,Stafford County Public Schools,North Stafford High,All Students,483,449,93,449,93
2023,SCH,Stafford County Public Schools,North Stafford High,American Indian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,North Stafford High,Asian,13,13,100,13,100
2023,SCH,Stafford County Public Schools,North Stafford High,Black,128,122,95.3,122,95.3
2023,SCH,Stafford County Public Schools,North Stafford High,Economically Disadvantaged,210,197,93.8,197,93.8
2023,SCH,Stafford County Public Schools,North Stafford High,English Learners,47,42,89.4,42,89.4
2023,SCH,Stafford County Public Schools,North Stafford High,Female,238,220,92.4,220,92.4
2023,SCH,Stafford County Public Schools,North Stafford High,Hispanic,160,143,89.4,143,89.4
2023,SCH,Stafford County Public Schools,North Stafford High,Male,245,229,93.5,229,93.5
2023,SCH,Stafford County Public Schools,North Stafford High,Military Connected,38,37,97.4,37,97.4
2023,SCH,Stafford County Public Schools,North Stafford High,Multiple Races,32,28,87.5,28,87.5
2023,SCH,Stafford County Public Schools,North Stafford High,Native Hawaiian,<,<,<,<,<
2023,SCH,Stafford County Public Schools,North Stafford High,Students with Disabilities,65,59,90.8,59,90.8
2023,SCH,Stafford County Public Schools,North Stafford High,White,146,140,95.9,140,95.9
2023,SCH,Stafford County Public Schools,Stafford Senior High,All Students,535,481,89.9,488,91.2
2023,SCH,Stafford County Public Schools,Stafford Senior High,American Indian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Stafford Senior High,Asian,31,29,93.5,29,93.5
2023,SCH,Stafford County Public Schools,Stafford Senior High,Black,101,95,94.1,96,95
2023,SCH,Stafford County Public Schools,Stafford Senior High,Economically Disadvantaged,216,195,90.3,198,91.7
2023,SCH,Stafford County Public Schools,Stafford Senior High,English Learners,36,33,91.7,33,91.7
2023,SCH,Stafford County Public Schools,Stafford Senior High,Female,251,235,93.6,237,94.4
2023,SCH,Stafford County Public Schools,Stafford Senior High,Foster Care,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Stafford Senior High,Hispanic,103,89,86.4,90,87.4
2023,SCH,Stafford County Public Schools,Stafford Senior High,Homeless,<,<,<,<,<
2023,SCH,Stafford County Public Schools,Stafford Senior High,Male,283,245,86.6,250,88.3
2023,SCH,Stafford County Public Schools,Stafford Senior High,Military Connected,14,14,100,14,100
2023,SCH,Stafford County Public Schools,Stafford Senior High,Multiple Races,39,35,89.7,35,89.7
2023,SCH,Stafford County Public Schools,Stafford Senior High,Native Hawaiian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Stafford Senior High,Students with Disabilities,79,63,79.7,64,81
2023,SCH,Stafford County Public Schools,Stafford Senior High,White,259,231,89.2,236,91.1
2023,SCH,Staunton City Public Schools,Staunton High,All Students,215,200,93,202,94
2023,SCH,Staunton City Public Schools,Staunton High,American Indian,<,<,100,<,100
2023,SCH,Staunton City Public Schools,Staunton High,Asian,<,<,100,<,100
2023,SCH,Staunton City Public Schools,Staunton High,Black,30,27,90,28,93.3
2023,SCH,Staunton City Public Schools,Staunton High,Economically Disadvantaged,98,84,85.7,86,87.8
2023,SCH,Staunton City Public Schools,Staunton High,English Learners,<,<,<,<,<
2023,SCH,Staunton City Public Schools,Staunton High,Female,98,93,94.9,93,94.9
2023,SCH,Staunton City Public Schools,Staunton High,Foster Care,<,<,<,<,<
2023,SCH,Staunton City Public Schools,Staunton High,Hispanic,16,15,93.8,15,93.8
2023,SCH,Staunton City Public Schools,Staunton High,Homeless,<,<,<,<,<
2023,SCH,Staunton City Public Schools,Staunton High,Male,117,107,91.5,109,93.2
2023,SCH,Staunton City Public Schools,Staunton High,Military Connected,<,<,100,<,100
2023,SCH,Staunton City Public Schools,Staunton High,Multiple Races,21,21,100,21,100
2023,SCH,Staunton City Public Schools,Staunton High,Students with Disabilities,30,25,83.3,25,83.3
2023,SCH,Staunton City Public Schools,Staunton High,White,142,131,92.3,132,93
2023,SCH,Suffolk City Public Schools,King's Fork High,All Students,447,378,84.6,391,87.5
2023,SCH,Suffolk City Public Schools,King's Fork High,Asian,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,King's Fork High,Black,303,258,85.1,264,87.1
2023,SCH,Suffolk City Public Schools,King's Fork High,Economically Disadvantaged,175,148,84.6,153,87.4
2023,SCH,Suffolk City Public Schools,King's Fork High,English Learners,<,<,<,<,<
2023,SCH,Suffolk City Public Schools,King's Fork High,Female,209,186,89,191,91.4
2023,SCH,Suffolk City Public Schools,King's Fork High,Foster Care,<,<,<,<,<
2023,SCH,Suffolk City Public Schools,King's Fork High,Hispanic,30,24,80,26,86.7
2023,SCH,Suffolk City Public Schools,King's Fork High,Homeless,<,<,<,<,<
2023,SCH,Suffolk City Public Schools,King's Fork High,Male,238,192,80.7,200,84
2023,SCH,Suffolk City Public Schools,King's Fork High,Military Connected,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,King's Fork High,Multiple Races,17,15,88.2,15,88.2
2023,SCH,Suffolk City Public Schools,King's Fork High,Native Hawaiian,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,King's Fork High,Students with Disabilities,84,68,81,70,83.3
2023,SCH,Suffolk City Public Schools,King's Fork High,White,92,76,82.6,81,88
2023,SCH,Suffolk City Public Schools,Lakeland High,All Students,270,232,85.9,242,89.6
2023,SCH,Suffolk City Public Schools,Lakeland High,American Indian,<,<,<,<,<
2023,SCH,Suffolk City Public Schools,Lakeland High,Asian,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Lakeland High,Black,166,142,85.5,148,89.2
2023,SCH,Suffolk City Public Schools,Lakeland High,Economically Disadvantaged,116,103,88.8,106,91.4
2023,SCH,Suffolk City Public Schools,Lakeland High,English Learners,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Lakeland High,Female,149,134,89.9,140,94
2023,SCH,Suffolk City Public Schools,Lakeland High,Foster Care,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Lakeland High,Hispanic,13,11,84.6,12,92.3
2023,SCH,Suffolk City Public Schools,Lakeland High,Homeless,<,<,<,<,<
2023,SCH,Suffolk City Public Schools,Lakeland High,Male,121,98,81,102,84.3
2023,SCH,Suffolk City Public Schools,Lakeland High,Military Connected,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Lakeland High,Multiple Races,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Lakeland High,Native Hawaiian,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Lakeland High,Students with Disabilities,46,35,76.1,38,82.6
2023,SCH,Suffolk City Public Schools,Lakeland High,White,84,73,86.9,76,90.5
2023,SCH,Suffolk City Public Schools,Nansemond River High,All Students,441,410,93,419,95
2023,SCH,Suffolk City Public Schools,Nansemond River High,American Indian,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Nansemond River High,Asian,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Nansemond River High,Black,232,216,93.1,222,95.7
2023,SCH,Suffolk City Public Schools,Nansemond River High,Economically Disadvantaged,94,85,90.4,86,91.5
2023,SCH,Suffolk City Public Schools,Nansemond River High,English Learners,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Nansemond River High,Female,205,195,95.1,197,96.1
2023,SCH,Suffolk City Public Schools,Nansemond River High,Foster Care,<,<,100,<,100
2023,SCH,Suffolk City Public Schools,Nansemond River High,Hispanic,40,36,90,37,92.5
2023,SCH,Suffolk City Public Schools,Nansemond River High,Homeless,<,<,<,<,<
2023,SCH,Suffolk City Public Schools,Nansemond River High,Male,236,215,91.1,222,94.1
2023,SCH,Suffolk City Public Schools,Nansemond River High,Military Connected,11,10,90.9,10,90.9
2023,SCH,Suffolk City Public Schools,Nansemond River High,Multiple Races,36,34,94.4,34,94.4
2023,SCH,Suffolk City Public Schools,Nansemond River High,Students with Disabilities,50,46,92,46,92
2023,SCH,Suffolk City Public Schools,Nansemond River High,White,127,118,92.9,120,94.5
2023,SCH,Surry County Public Schools,Surry County High,All Students,60,56,93.3,57,95
2023,SCH,Surry County Public Schools,Surry County High,Black,31,30,96.8,31,100
2023,SCH,Surry County Public Schools,Surry County High,Economically Disadvantaged,29,26,89.7,27,93.1
2023,SCH,Surry County Public Schools,Surry County High,Female,26,26,100,26,100
2023,SCH,Surry County Public Schools,Surry County High,Foster Care,<,<,100,<,100
2023,SCH,Surry County Public Schools,Surry County High,Hispanic,<,<,100,<,100
2023,SCH,Surry County Public Schools,Surry County High,Male,33,30,90.9,31,93.9
2023,SCH,Surry County Public Schools,Surry County High,Military Connected,<,<,100,<,100
2023,SCH,Surry County Public Schools,Surry County High,Multiple Races,<,<,100,<,100
2023,SCH,Surry County Public Schools,Surry County High,Students with Disabilities,12,11,91.7,12,100
2023,SCH,Surry County Public Schools,Surry County High,White,24,21,87.5,21,87.5
2023,SCH,Sussex County Public Schools,Sussex Central High,All Students,86,70,81.4,70,81.4
2023,SCH,Sussex County Public Schools,Sussex Central High,Asian,<,<,100,<,100
2023,SCH,Sussex County Public Schools,Sussex Central High,Black,60,49,81.7,49,81.7
2023,SCH,Sussex County Public Schools,Sussex Central High,Economically Disadvantaged,60,45,75,45,75
2023,SCH,Sussex County Public Schools,Sussex Central High,English Learners,<,<,<,<,<
2023,SCH,Sussex County Public Schools,Sussex Central High,Female,41,34,82.9,34,82.9
2023,SCH,Sussex County Public Schools,Sussex Central High,Hispanic,<,<,<,<,<
2023,SCH,Sussex County Public Schools,Sussex Central High,Homeless,<,<,<,<,<
2023,SCH,Sussex County Public Schools,Sussex Central High,Male,45,36,80,36,80
2023,SCH,Sussex County Public Schools,Sussex Central High,Military Connected,<,<,100,<,100
2023,SCH,Sussex County Public Schools,Sussex Central High,Multiple Races,<,<,100,<,100
2023,SCH,Sussex County Public Schools,Sussex Central High,Students with Disabilities,<,<,<,<,<
2023,SCH,Sussex County Public Schools,Sussex Central High,White,12,10,83.3,10,83.3
2023,SCH,Tazewell County Public Schools,Graham High,All Students,131,122,93.1,123,93.9
2023,SCH,Tazewell County Public Schools,Graham High,American Indian,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Asian,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Black,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Economically Disadvantaged,54,47,87,47,87
2023,SCH,Tazewell County Public Schools,Graham High,Female,54,52,96.3,52,96.3
2023,SCH,Tazewell County Public Schools,Graham High,Foster Care,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Hispanic,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Homeless,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Male,77,70,90.9,71,92.2
2023,SCH,Tazewell County Public Schools,Graham High,Military Connected,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Multiple Races,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Graham High,Students with Disabilities,17,17,100,17,100
2023,SCH,Tazewell County Public Schools,Graham High,White,114,105,92.1,106,93
2023,SCH,Tazewell County Public Schools,Richlands High,All Students,161,157,97.5,158,98.1
2023,SCH,Tazewell County Public Schools,Richlands High,Black,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Richlands High,Economically Disadvantaged,92,88,95.7,89,96.7
2023,SCH,Tazewell County Public Schools,Richlands High,English Learners,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Richlands High,Female,93,91,97.8,92,98.9
2023,SCH,Tazewell County Public Schools,Richlands High,Foster Care,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Richlands High,Hispanic,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Richlands High,Homeless,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Richlands High,Male,68,66,97.1,66,97.1
2023,SCH,Tazewell County Public Schools,Richlands High,Multiple Races,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Richlands High,Students with Disabilities,31,31,100,31,100
2023,SCH,Tazewell County Public Schools,Richlands High,White,153,149,97.4,150,98
2023,SCH,Tazewell County Public Schools,Tazewell High,All Students,125,124,99.2,124,99.2
2023,SCH,Tazewell County Public Schools,Tazewell High,Black,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Tazewell High,Economically Disadvantaged,67,66,98.5,66,98.5
2023,SCH,Tazewell County Public Schools,Tazewell High,Female,49,49,100,49,100
2023,SCH,Tazewell County Public Schools,Tazewell High,Hispanic,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Tazewell High,Homeless,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Tazewell High,Male,76,75,98.7,75,98.7
2023,SCH,Tazewell County Public Schools,Tazewell High,Multiple Races,<,<,100,<,100
2023,SCH,Tazewell County Public Schools,Tazewell High,Students with Disabilities,25,25,100,25,100
2023,SCH,Tazewell County Public Schools,Tazewell High,White,114,113,99.1,113,99.1
2023,SCH,Virginia Beach City Public Schools,Bayside High,All Students,490,477,97.3,480,98
2023,SCH,Virginia Beach City Public Schools,Bayside High,American Indian,<,<,100,<,100
2023,SCH,Virginia Beach City Public Schools,Bayside High,Asian,22,22,100,22,100
2023,SCH,Virginia Beach City Public Schools,Bayside High,Black,221,211,95.5,214,96.8
2023,SCH,Virginia Beach City Public Schools,Bayside High,Economically Disadvantaged,227,223,98.2,224,98.7
2023,SCH,Virginia Beach City Public Schools,Bayside High,English Learners,11,11,100,11,100
2023,SCH,Virginia Beach City Public Schools,Bayside High,Female,250,245,98,246,98.4
2023,SCH,Virginia Beach City Public Schools,Bayside High,Foster Care,<,<,100,<,100
2023,SCH,Virginia Beach City Public Schools,Bayside High,Hispanic,71,71,100,71,100
2023,SCH,Virginia Beach City Public Schools,Bayside High,Homeless,11,10,90.9,10,90.9
2023,SCH,Virginia Beach City Public Schools,Bayside High,Male,238,230,96.6,232,97.5
2023,SCH,Virginia Beach City Public Schools,Bayside High,Military Connected,49,49,100,49,100
2023,SCH,Virginia Beach City Public Schools,Bayside High,Multiple Races,40,38,95,38,95
2023,SCH,Virginia Beach City Public Schools,Bayside High,Native Hawaiian,<,<,100,<,100
2023,SCH,Virginia Beach City Public Schools,Bayside High,Students with Disabilities,53,51,96.2,51,96.2
2023,SCH,Virginia Beach City Public Schools,Bayside High,White,132,131,99.2,131,99.2
2023,SCH,Virginia Beach City Public Schools,First Colonial High,All Students,420,400,95.2,407,96.9
2023,SCH,Virginia Beach City Public Schools,First Colonial High,American Indian,<,<,100,<,100
2023,SCH,Virginia Beach City Public Schools,First Colonial High,Asian,<,<,100,<,100
2023,SCH,Virginia Beach City Public Schools,First Colonial High,Black,69,62,89.9,64,92.8
2023,SCH,Virginia Beach City Public Schools,First Colonial High,Economically Disadvantaged,135,128,94.8,131,97
2023,SCH,Virginia Beach City Public Schools,First Colonial High,English Learners,<,<,<,<,<
2023,SCH,Virginia Beach City Public Schools,First Colonial High,Female,206,199,96.6,202,98.1
