On-time Graduation Rate,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Subgroup,Cohort,Graduation Count,Virginia On-Time Graduation Rate,Completer Count,Completion Rate
2023,SCH,Rockbridge County Public Schools,Rockbridge County High,Homeless,<,<,100,<,100
2023,SCH,Rockbridge County Public Schools,Rockbridge County High,Male,118,113,95.8,114,96.6
2023,SCH,Rockbridge County Public Schools,Rockbridge County High,Military Connected,<,<,100,<,100
2023,SCH,Rockbridge County Public Schools,Rockbridge County High,Multiple Races,<,<,100,<,100
2023,SCH,Rockbridge County Public Schools,Rockbridge County High,Native Hawaiian,<,<,100,<,100
2023,SCH,Rockbridge County Public Schools,Rockbridge County High,Students with Disabilities,26,25,96.2,25,96.2
2023,SCH,Rockbridge County Public Schools,Rockbridge County High,White,184,175,95.1,176,95.7
2023,SCH,Rockingham County Public Schools,Broadway High,All Students,241,232,96.3,232,96.3
2023,SCH,Rockingham County Public Schools,Broadway High,American Indian,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Broadway High,Asian,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Broadway High,Black,<,<,<,<,<
2023,SCH,Rockingham County Public Schools,Broadway High,Economically Disadvantaged,108,102,94.4,102,94.4
2023,SCH,Rockingham County Public Schools,Broadway High,English Learners,11,11,100,11,100
2023,SCH,Rockingham County Public Schools,Broadway High,Female,111,108,97.3,108,97.3
2023,SCH,Rockingham County Public Schools,Broadway High,Foster Care,<,<,<,<,<
2023,SCH,Rockingham County Public Schools,Broadway High,Hispanic,39,38,97.4,38,97.4
2023,SCH,Rockingham County Public Schools,Broadway High,Homeless,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Broadway High,Male,130,124,95.4,124,95.4
2023,SCH,Rockingham County Public Schools,Broadway High,Military Connected,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Broadway High,Multiple Races,14,13,92.9,13,92.9
2023,SCH,Rockingham County Public Schools,Broadway High,Students with Disabilities,21,20,95.2,20,95.2
2023,SCH,Rockingham County Public Schools,Broadway High,White,181,175,96.7,175,96.7
2023,SCH,Rockingham County Public Schools,East Rockingham High,All Students,199,185,93,189,95
2023,SCH,Rockingham County Public Schools,East Rockingham High,Asian,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,East Rockingham High,Black,<,<,<,<,<
2023,SCH,Rockingham County Public Schools,East Rockingham High,Economically Disadvantaged,79,69,87.3,73,92.4
2023,SCH,Rockingham County Public Schools,East Rockingham High,English Learners,<,<,<,<,<
2023,SCH,Rockingham County Public Schools,East Rockingham High,Female,93,88,94.6,89,95.7
2023,SCH,Rockingham County Public Schools,East Rockingham High,Foster Care,<,<,<,<,<
2023,SCH,Rockingham County Public Schools,East Rockingham High,Hispanic,26,24,92.3,24,92.3
2023,SCH,Rockingham County Public Schools,East Rockingham High,Male,106,97,91.5,100,94.3
2023,SCH,Rockingham County Public Schools,East Rockingham High,Multiple Races,15,13,86.7,15,100
2023,SCH,Rockingham County Public Schools,East Rockingham High,Students with Disabilities,20,20,100,20,100
2023,SCH,Rockingham County Public Schools,East Rockingham High,White,154,145,94.2,146,94.8
2023,SCH,Rockingham County Public Schools,Spotswood High,All Students,243,227,93.4,228,93.8
2023,SCH,Rockingham County Public Schools,Spotswood High,American Indian,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Spotswood High,Asian,12,11,91.7,11,91.7
2023,SCH,Rockingham County Public Schools,Spotswood High,Black,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Spotswood High,Economically Disadvantaged,90,77,85.6,78,86.7
2023,SCH,Rockingham County Public Schools,Spotswood High,English Learners,21,17,81,17,81
2023,SCH,Rockingham County Public Schools,Spotswood High,Female,121,115,95,115,95
2023,SCH,Rockingham County Public Schools,Spotswood High,Foster Care,<,<,<,<,<
2023,SCH,Rockingham County Public Schools,Spotswood High,Hispanic,60,52,86.7,52,86.7
2023,SCH,Rockingham County Public Schools,Spotswood High,Male,122,112,91.8,113,92.6
2023,SCH,Rockingham County Public Schools,Spotswood High,Military Connected,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Spotswood High,Multiple Races,11,11,100,11,100
2023,SCH,Rockingham County Public Schools,Spotswood High,Students with Disabilities,26,25,96.2,26,100
2023,SCH,Rockingham County Public Schools,Spotswood High,White,152,145,95.4,146,96.1
2023,SCH,Rockingham County Public Schools,Turner Ashby High,All Students,255,247,96.9,249,97.6
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Asian,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Black,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Economically Disadvantaged,86,81,94.2,82,95.3
2023,SCH,Rockingham County Public Schools,Turner Ashby High,English Learners,24,22,91.7,22,91.7
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Female,115,114,99.1,115,100
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Foster Care,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Hispanic,44,39,88.6,39,88.6
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Male,140,133,95,134,95.7
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Military Connected,<,<,100,<,100
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Multiple Races,13,12,92.3,13,100
2023,SCH,Rockingham County Public Schools,Turner Ashby High,Students with Disabilities,18,18,100,18,100
2023,SCH,Rockingham County Public Schools,Turner Ashby High,White,194,192,99,193,99.5
2023,SCH,Russell County Public Schools,Castlewood High,All Students,58,49,84.5,51,87.9
2023,SCH,Russell County Public Schools,Castlewood High,Economically Disadvantaged,37,30,81.1,31,83.8
2023,SCH,Russell County Public Schools,Castlewood High,Female,26,22,84.6,22,84.6
2023,SCH,Russell County Public Schools,Castlewood High,Male,32,27,84.4,29,90.6
2023,SCH,Russell County Public Schools,Castlewood High,Students with Disabilities,<,<,<,<,<
2023,SCH,Russell County Public Schools,Castlewood High,White,58,49,84.5,51,87.9
2023,SCH,Russell County Public Schools,Honaker High,All Students,86,80,93,81,94.2
2023,SCH,Russell County Public Schools,Honaker High,Black,<,<,100,<,100
2023,SCH,Russell County Public Schools,Honaker High,Economically Disadvantaged,41,39,95.1,40,97.6
2023,SCH,Russell County Public Schools,Honaker High,Female,44,42,95.5,43,97.7
2023,SCH,Russell County Public Schools,Honaker High,Male,42,38,90.5,38,90.5
2023,SCH,Russell County Public Schools,Honaker High,Students with Disabilities,11,8,72.7,8,72.7
2023,SCH,Russell County Public Schools,Honaker High,White,84,78,92.9,79,94
2023,SCH,Russell County Public Schools,Lebanon High,All Students,129,118,91.5,120,93
2023,SCH,Russell County Public Schools,Lebanon High,Economically Disadvantaged,43,40,93,41,95.3
2023,SCH,Russell County Public Schools,Lebanon High,Female,63,60,95.2,61,96.8
2023,SCH,Russell County Public Schools,Lebanon High,Foster Care,<,<,<,<,<
2023,SCH,Russell County Public Schools,Lebanon High,Hispanic,<,<,<,<,<
2023,SCH,Russell County Public Schools,Lebanon High,Male,66,58,87.9,59,89.4
2023,SCH,Russell County Public Schools,Lebanon High,Multiple Races,<,<,100,<,100
2023,SCH,Russell County Public Schools,Lebanon High,Students with Disabilities,16,15,93.8,15,93.8
2023,SCH,Russell County Public Schools,Lebanon High,White,126,116,92.1,117,92.9
2023,SCH,Salem City Public Schools,Salem High,All Students,293,281,95.9,282,96.2
2023,SCH,Salem City Public Schools,Salem High,Asian,<,<,100,<,100
2023,SCH,Salem City Public Schools,Salem High,Black,37,33,89.2,34,91.9
2023,SCH,Salem City Public Schools,Salem High,Economically Disadvantaged,111,101,91,102,91.9
2023,SCH,Salem City Public Schools,Salem High,English Learners,13,11,84.6,11,84.6
2023,SCH,Salem City Public Schools,Salem High,Female,127,123,96.9,123,96.9
2023,SCH,Salem City Public Schools,Salem High,Hispanic,22,20,90.9,20,90.9
2023,SCH,Salem City Public Schools,Salem High,Homeless,<,<,100,<,100
2023,SCH,Salem City Public Schools,Salem High,Male,166,158,95.2,159,95.8
2023,SCH,Salem City Public Schools,Salem High,Military Connected,<,<,100,<,100
2023,SCH,Salem City Public Schools,Salem High,Multiple Races,18,17,94.4,17,94.4
2023,SCH,Salem City Public Schools,Salem High,Students with Disabilities,34,32,94.1,32,94.1
2023,SCH,Salem City Public Schools,Salem High,White,210,205,97.6,205,97.6
2023,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,All Students,<,<,<,<,<
2023,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,Economically Disadvantaged,<,<,100,<,100
2023,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,Female,<,<,<,<,<
2023,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,Male,<,<,100,<,100
2023,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,Students with Disabilities,<,<,100,<,100
2023,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,White,<,<,<,<,<
2023,SCH,Scott County Public Schools,Gate City High,All Students,154,146,94.8,147,95.5
2023,SCH,Scott County Public Schools,Gate City High,Asian,<,<,100,<,100
2023,SCH,Scott County Public Schools,Gate City High,Black,<,<,100,<,100
2023,SCH,Scott County Public Schools,Gate City High,Economically Disadvantaged,80,74,92.5,75,93.8
2023,SCH,Scott County Public Schools,Gate City High,Female,70,68,97.1,68,97.1
2023,SCH,Scott County Public Schools,Gate City High,Hispanic,<,<,100,<,100
2023,SCH,Scott County Public Schools,Gate City High,Male,84,78,92.9,79,94
2023,SCH,Scott County Public Schools,Gate City High,Military Connected,<,<,100,<,100
2023,SCH,Scott County Public Schools,Gate City High,Multiple Races,<,<,100,<,100
2023,SCH,Scott County Public Schools,Gate City High,Students with Disabilities,18,18,100,18,100
2023,SCH,Scott County Public Schools,Gate City High,White,147,139,94.6,140,95.2
2023,SCH,Scott County Public Schools,Rye Cove High,All Students,60,55,91.7,55,91.7
2023,SCH,Scott County Public Schools,Rye Cove High,Black,<,<,100,<,100
2023,SCH,Scott County Public Schools,Rye Cove High,Economically Disadvantaged,42,37,88.1,37,88.1
2023,SCH,Scott County Public Schools,Rye Cove High,Female,26,23,88.5,23,88.5
2023,SCH,Scott County Public Schools,Rye Cove High,Hispanic,<,<,100,<,100
2023,SCH,Scott County Public Schools,Rye Cove High,Homeless,<,<,100,<,100
2023,SCH,Scott County Public Schools,Rye Cove High,Male,34,32,94.1,32,94.1
2023,SCH,Scott County Public Schools,Rye Cove High,Military Connected,<,<,<,<,<
2023,SCH,Scott County Public Schools,Rye Cove High,Multiple Races,<,<,100,<,100
2023,SCH,Scott County Public Schools,Rye Cove High,Students with Disabilities,<,<,100,<,100
2023,SCH,Scott County Public Schools,Rye Cove High,White,53,48,90.6,48,90.6
2023,SCH,Scott County Public Schools,Twin Springs High,All Students,49,42,85.7,43,87.8
2023,SCH,Scott County Public Schools,Twin Springs High,Economically Disadvantaged,29,22,75.9,23,79.3
2023,SCH,Scott County Public Schools,Twin Springs High,Female,18,17,94.4,17,94.4
2023,SCH,Scott County Public Schools,Twin Springs High,Foster Care,<,<,<,<,<
2023,SCH,Scott County Public Schools,Twin Springs High,Hispanic,<,<,100,<,100
2023,SCH,Scott County Public Schools,Twin Springs High,Male,31,25,80.6,26,83.9
2023,SCH,Scott County Public Schools,Twin Springs High,Students with Disabilities,10,9,90,9,90
2023,SCH,Scott County Public Schools,Twin Springs High,White,46,39,84.8,40,87
2023,SCH,Scott County Public Schools,Virginia Connections Academy,All Students,<,<,<,<,<
2023,SCH,Scott County Public Schools,Virginia Connections Academy,Economically Disadvantaged,<,<,<,<,<
2023,SCH,Scott County Public Schools,Virginia Connections Academy,Male,<,<,<,<,<
2023,SCH,Scott County Public Schools,Virginia Connections Academy,Students with Disabilities,<,<,<,<,<
2023,SCH,Scott County Public Schools,Virginia Connections Academy,White,<,<,<,<,<
2023,SCH,Shenandoah County Public Schools,Central High,All Students,191,189,99,189,99
2023,SCH,Shenandoah County Public Schools,Central High,Black,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Central High,Economically Disadvantaged,83,82,98.8,82,98.8
2023,SCH,Shenandoah County Public Schools,Central High,English Learners,17,17,100,17,100
2023,SCH,Shenandoah County Public Schools,Central High,Female,96,95,99,95,99
2023,SCH,Shenandoah County Public Schools,Central High,Hispanic,37,37,100,37,100
2023,SCH,Shenandoah County Public Schools,Central High,Male,94,93,98.9,93,98.9
2023,SCH,Shenandoah County Public Schools,Central High,Military Connected,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Central High,Multiple Races,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Central High,Students with Disabilities,34,33,97.1,33,97.1
2023,SCH,Shenandoah County Public Schools,Central High,White,137,135,98.5,135,98.5
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,All Students,116,111,95.7,111,95.7
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Asian,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Black,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Economically Disadvantaged,59,56,94.9,56,94.9
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,English Learners,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Female,63,61,96.8,61,96.8
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Foster Care,<,<,<,<,<
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Hispanic,15,15,100,15,100
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Male,53,50,94.3,50,94.3
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Multiple Races,<,<,<,<,<
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,Students with Disabilities,20,18,90,18,90
2023,SCH,Shenandoah County Public Schools,Stonewall Jackson High,White,92,88,95.7,88,95.7
2023,SCH,Shenandoah County Public Schools,Strasburg High,All Students,144,140,97.2,140,97.2
2023,SCH,Shenandoah County Public Schools,Strasburg High,Black,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Strasburg High,Economically Disadvantaged,55,54,98.2,54,98.2
2023,SCH,Shenandoah County Public Schools,Strasburg High,English Learners,<,<,<,<,<
2023,SCH,Shenandoah County Public Schools,Strasburg High,Female,61,60,98.4,60,98.4
2023,SCH,Shenandoah County Public Schools,Strasburg High,Hispanic,14,12,85.7,12,85.7
2023,SCH,Shenandoah County Public Schools,Strasburg High,Male,83,80,96.4,80,96.4
2023,SCH,Shenandoah County Public Schools,Strasburg High,Military Connected,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Strasburg High,Multiple Races,<,<,100,<,100
2023,SCH,Shenandoah County Public Schools,Strasburg High,Students with Disabilities,16,16,100,16,100
2023,SCH,Shenandoah County Public Schools,Strasburg High,White,121,119,98.3,119,98.3
2023,SCH,Smyth County Public Schools,Chilhowie High,All Students,105,105,100,105,100
2023,SCH,Smyth County Public Schools,Chilhowie High,Economically Disadvantaged,51,51,100,51,100
2023,SCH,Smyth County Public Schools,Chilhowie High,English Learners,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Chilhowie High,Female,47,47,100,47,100
2023,SCH,Smyth County Public Schools,Chilhowie High,Hispanic,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Chilhowie High,Male,58,58,100,58,100
2023,SCH,Smyth County Public Schools,Chilhowie High,Multiple Races,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Chilhowie High,Students with Disabilities,12,12,100,12,100
2023,SCH,Smyth County Public Schools,Chilhowie High,White,99,99,100,99,100
2023,SCH,Smyth County Public Schools,Marion Senior High,All Students,142,137,96.5,138,97.2
2023,SCH,Smyth County Public Schools,Marion Senior High,Asian,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Marion Senior High,Black,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Marion Senior High,Economically Disadvantaged,73,68,93.2,69,94.5
2023,SCH,Smyth County Public Schools,Marion Senior High,Female,62,60,96.8,60,96.8
2023,SCH,Smyth County Public Schools,Marion Senior High,Foster Care,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Marion Senior High,Hispanic,<,<,<,<,<
2023,SCH,Smyth County Public Schools,Marion Senior High,Male,79,76,96.2,77,97.5
2023,SCH,Smyth County Public Schools,Marion Senior High,Military Connected,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Marion Senior High,Multiple Races,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Marion Senior High,Students with Disabilities,22,20,90.9,20,90.9
2023,SCH,Smyth County Public Schools,Marion Senior High,White,128,124,96.9,125,97.7
2023,SCH,Smyth County Public Schools,Northwood High,All Students,51,50,98,50,98
2023,SCH,Smyth County Public Schools,Northwood High,Asian,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Northwood High,Black,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Northwood High,Economically Disadvantaged,26,26,100,26,100
2023,SCH,Smyth County Public Schools,Northwood High,Female,20,20,100,20,100
2023,SCH,Smyth County Public Schools,Northwood High,Hispanic,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Northwood High,Male,31,30,96.8,30,96.8
2023,SCH,Smyth County Public Schools,Northwood High,Students with Disabilities,<,<,100,<,100
2023,SCH,Smyth County Public Schools,Northwood High,White,47,46,97.9,46,97.9
2023,SCH,Southampton County Public Schools,Southampton High,All Students,151,123,81.5,124,82.1
2023,SCH,Southampton County Public Schools,Southampton High,Black,66,55,83.3,55,83.3
2023,SCH,Southampton County Public Schools,Southampton High,Economically Disadvantaged,68,46,67.6,46,67.6
2023,SCH,Southampton County Public Schools,Southampton High,English Learners,<,<,<,<,<
2023,SCH,Southampton County Public Schools,Southampton High,Female,65,57,87.7,58,89.2
2023,SCH,Southampton County Public Schools,Southampton High,Hispanic,<,<,<,<,<
2023,SCH,Southampton County Public Schools,Southampton High,Homeless,<,<,100,<,100
2023,SCH,Southampton County Public Schools,Southampton High,Male,86,66,76.7,66,76.7
2023,SCH,Southampton County Public Schools,Southampton High,Military Connected,<,<,100,<,100
2023,SCH,Southampton County Public Schools,Southampton High,Multiple Races,<,<,<,<,<
2023,SCH,Southampton County Public Schools,Southampton High,Students with Disabilities,25,18,72,18,72
2023,SCH,Southampton County Public Schools,Southampton High,White,78,64,82.1,65,83.3
2023,SCH,Spotsylvania County Public Schools,Chancellor High,All Students,347,308,88.8,314,90.5
2023,SCH,Spotsylvania County Public Schools,Chancellor High,American Indian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Asian,13,13,100,13,100
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Black,83,70,84.3,71,85.5
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Economically Disadvantaged,193,161,83.4,167,86.5
2023,SCH,Spotsylvania County Public Schools,Chancellor High,English Learners,50,41,82,41,82
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Female,166,154,92.8,156,94
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Foster Care,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Hispanic,122,107,87.7,108,88.5
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Homeless,<,<,<,<,<
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Male,180,153,85,157,87.2
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Military Connected,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Multiple Races,22,18,81.8,20,90.9
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Native Hawaiian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Chancellor High,Students with Disabilities,40,37,92.5,37,92.5
2023,SCH,Spotsylvania County Public Schools,Chancellor High,White,105,98,93.3,100,95.2
2023,SCH,Spotsylvania County Public Schools,Courtland High,All Students,366,333,91,340,92.9
2023,SCH,Spotsylvania County Public Schools,Courtland High,American Indian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Courtland High,Asian,25,22,88,22,88
2023,SCH,Spotsylvania County Public Schools,Courtland High,Black,90,81,90,82,91.1
2023,SCH,Spotsylvania County Public Schools,Courtland High,Economically Disadvantaged,182,162,89,166,91.2
2023,SCH,Spotsylvania County Public Schools,Courtland High,English Learners,31,26,83.9,26,83.9
2023,SCH,Spotsylvania County Public Schools,Courtland High,Female,163,155,95.1,156,95.7
2023,SCH,Spotsylvania County Public Schools,Courtland High,Foster Care,<,<,<,<,<
2023,SCH,Spotsylvania County Public Schools,Courtland High,Hispanic,87,74,85.1,76,87.4
2023,SCH,Spotsylvania County Public Schools,Courtland High,Homeless,<,<,<,<,<
2023,SCH,Spotsylvania County Public Schools,Courtland High,Male,203,178,87.7,184,90.6
2023,SCH,Spotsylvania County Public Schools,Courtland High,Military Connected,10,8,80,8,80
2023,SCH,Spotsylvania County Public Schools,Courtland High,Multiple Races,26,25,96.2,25,96.2
2023,SCH,Spotsylvania County Public Schools,Courtland High,Native Hawaiian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Courtland High,Students with Disabilities,38,34,89.5,34,89.5
2023,SCH,Spotsylvania County Public Schools,Courtland High,White,136,129,94.9,133,97.8
2023,SCH,Spotsylvania County Public Schools,Massaponax High,All Students,426,379,89,388,91.1
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Asian,18,18,100,18,100
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Black,118,100,84.7,102,86.4
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Economically Disadvantaged,208,171,82.2,177,85.1
2023,SCH,Spotsylvania County Public Schools,Massaponax High,English Learners,24,20,83.3,20,83.3
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Female,216,196,90.7,198,91.7
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Foster Care,<,<,<,<,<
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Hispanic,92,76,82.6,80,87
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Homeless,10,7,70,7,70
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Male,206,179,86.9,186,90.3
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Military Connected,17,17,100,17,100
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Multiple Races,33,33,100,33,100
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Native Hawaiian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Massaponax High,Students with Disabilities,46,39,84.8,41,89.1
2023,SCH,Spotsylvania County Public Schools,Massaponax High,White,164,151,92.1,154,93.9
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,All Students,490,461,94.1,466,95.1
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,American Indian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Asian,11,11,100,11,100
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Black,71,67,94.4,67,94.4
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Economically Disadvantaged,173,155,89.6,156,90.2
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,English Learners,20,16,80,16,80
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Female,253,239,94.5,240,94.9
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Foster Care,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Hispanic,83,72,86.7,73,88
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Homeless,<,<,<,<,<
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Male,237,222,93.7,226,95.4
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Military Connected,16,16,100,16,100
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Multiple Races,31,30,96.8,31,100
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,Students with Disabilities,56,52,92.9,53,94.6
2023,SCH,Spotsylvania County Public Schools,Riverbend High ,White,292,279,95.5,282,96.6
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,All Students,326,292,89.6,295,90.5
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,American Indian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Asian,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Black,36,33,91.7,33,91.7
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Economically Disadvantaged,167,141,84.4,143,85.6
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,English Learners,<,<,<,<,<
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Female,156,141,90.4,141,90.4
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Hispanic,54,45,83.3,46,85.2
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Homeless,10,8,80,9,90
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Male,170,151,88.8,154,90.6
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Military Connected,<,<,100,<,100
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Multiple Races,22,20,90.9,20,90.9
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,Students with Disabilities,40,33,82.5,33,82.5
2023,SCH,Spotsylvania County Public Schools,Spotsylvania High,White,209,189,90.4,191,91.4
2023,SCH,Stafford County Public Schools,Brooke Point High,All Students,595,553,92.9,559,93.9
2023,SCH,Stafford County Public Schools,Brooke Point High,American Indian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Brooke Point High,Asian,29,29,100,29,100
2023,SCH,Stafford County Public Schools,Brooke Point High,Black,161,152,94.4,153,95
2023,SCH,Stafford County Public Schools,Brooke Point High,Economically Disadvantaged,224,213,95.1,215,96
2023,SCH,Stafford County Public Schools,Brooke Point High,English Learners,36,34,94.4,34,94.4
2023,SCH,Stafford County Public Schools,Brooke Point High,Female,279,258,92.5,262,93.9
2023,SCH,Stafford County Public Schools,Brooke Point High,Hispanic,151,140,92.7,142,94
2023,SCH,Stafford County Public Schools,Brooke Point High,Homeless,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Brooke Point High,Male,314,294,93.6,296,94.3
2023,SCH,Stafford County Public Schools,Brooke Point High,Military Connected,32,28,87.5,29,90.6
2023,SCH,Stafford County Public Schools,Brooke Point High,Multiple Races,44,40,90.9,40,90.9
2023,SCH,Stafford County Public Schools,Brooke Point High,Native Hawaiian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Brooke Point High,Students with Disabilities,73,64,87.7,65,89
2023,SCH,Stafford County Public Schools,Brooke Point High,White,205,187,91.2,190,92.7
2023,SCH,Stafford County Public Schools,Colonial Forge High,All Students,478,448,93.7,450,94.1
2023,SCH,Stafford County Public Schools,Colonial Forge High,American Indian,<,<,100,<,100
2023,SCH,Stafford County Public Schools,Colonial Forge High,Asian,31,30,96.8,30,96.8
2023,SCH,Stafford County Public Schools,Colonial Forge High,Black,126,119,94.4,119,94.4
2023,SCH,Stafford County Public Schools,Colonial Forge High,Economically Disadvantaged,118,104,88.1,105,89
2023,SCH,Stafford County Public Schools,Colonial Forge High,English Learners,18,17,94.4,17,94.4
2023,SCH,Stafford County Public Schools,Colonial Forge High,Female,268,251,93.7,253,94.4
2023,SCH,Stafford County Public Schools,Colonial Forge High,Foster Care,<,<,<,<,<
2023,SCH,Stafford County Public Schools,Colonial Forge High,Hispanic,78,72,92.3,72,92.3
2023,SCH,Stafford County Public Schools,Colonial Forge High,Homeless,<,<,<,<,<
2023,SCH,Stafford County Public Schools,Colonial Forge High,Male,210,197,93.8,197,93.8
2023,SCH,Stafford County Public Schools,Colonial Forge High,Military Connected,29,28,96.6,28,96.6
2023,SCH,Stafford County Public Schools,Colonial Forge High,Multiple Races,43,39,90.7,39,90.7
