Provisionally Licensed,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Division,School,Level,Poverty Level,Special Education Percent,Provisional Percent,Title 1 Code,y,x10
2023 - 2024,Fairfax County Public Schools,Bren Mar Park Elementary,SCH,Medium Poverty,10,12,5,6,Title I
2023 - 2024,Fairfax County Public Schools,Brookfield Elementary,SCH,Medium Poverty,1.5,4.4,1,3,All Schools
2023 - 2024,Fairfax County Public Schools,Brookfield Elementary,SCH,Medium Poverty,1.5,4.4,1,3,Title I
2023 - 2024,Fairfax County Public Schools,Bryant High,SCH,Medium Poverty,2.7,13.5,1,5,All Schools
2023 - 2024,Fairfax County Public Schools,Bryant High,SCH,Medium Poverty,2.7,13.5,1,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Bucknell Elementary,SCH,Medium Poverty,4.9,12.2,2,5,All Schools
2023 - 2024,Fairfax County Public Schools,Bucknell Elementary,SCH,Medium Poverty,4.9,12.2,2,5,Title I
2023 - 2024,Fairfax County Public Schools,Bull Run Elementary,SCH,Medium Poverty,3.2,6.3,2,4,All Schools
2023 - 2024,Fairfax County Public Schools,Bull Run Elementary,SCH,Medium Poverty,3.2,6.3,2,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Bush Hill Elementary,SCH,Low Poverty,4.5,7.6,3,5,All Schools
2023 - 2024,Fairfax County Public Schools,Bush Hill Elementary,SCH,Low Poverty,4.5,7.6,3,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Camelot Elementary,SCH,Medium Poverty,3.6,12.7,2,7,All Schools
2023 - 2024,Fairfax County Public Schools,Camelot Elementary,SCH,Medium Poverty,3.6,12.7,2,7,Non-Title I
2023 - 2024,Fairfax County Public Schools,Cameron Elementary,SCH,Medium Poverty,3.8,3.8,2,2,All Schools
2023 - 2024,Fairfax County Public Schools,Cameron Elementary,SCH,Medium Poverty,3.8,3.8,2,2,Title I
2023 - 2024,Fairfax County Public Schools,Canterbury Woods Elementary,SCH,Low Poverty,3.3,6.6,2,4,All Schools
2023 - 2024,Fairfax County Public Schools,Canterbury Woods Elementary,SCH,Low Poverty,3.3,6.6,2,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Cardinal Forest Elementary,SCH,Low Poverty,1.8,5.3,1,3,All Schools
2023 - 2024,Fairfax County Public Schools,Cardinal Forest Elementary,SCH,Low Poverty,1.8,5.3,1,3,Non-Title I
2023 - 2024,Fairfax County Public Schools,Carson Middle,SCH,Low Poverty,1.9,3.9,2,4,All Schools
2023 - 2024,Fairfax County Public Schools,Carson Middle,SCH,Low Poverty,1.9,3.9,2,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Centre Ridge Elementary,SCH,Medium Poverty,1.4,4.1,1,3,All Schools
2023 - 2024,Fairfax County Public Schools,Centre Ridge Elementary,SCH,Medium Poverty,1.4,4.1,1,3,Title I
2023 - 2024,Fairfax County Public Schools,Centreville Elementary,SCH,Medium Poverty,1.5,4.5,1,3,All Schools
2023 - 2024,Fairfax County Public Schools,Centreville Elementary,SCH,Medium Poverty,1.5,4.5,1,3,Non-Title I
2023 - 2024,Fairfax County Public Schools,Centreville High,SCH,Low Poverty,1.6,4.8,3,9,All Schools
2023 - 2024,Fairfax County Public Schools,Centreville High,SCH,Low Poverty,1.6,4.8,3,9,Non-Title I
2023 - 2024,Fairfax County Public Schools,Chantilly High,SCH,Low Poverty,3.1,4,7,9,All Schools
2023 - 2024,Fairfax County Public Schools,Chantilly High,SCH,Low Poverty,3.1,4,7,9,Non-Title I
2023 - 2024,Fairfax County Public Schools,Cherry Run Elementary,SCH,Low Poverty,2.3,2.3,1,1,All Schools
2023 - 2024,Fairfax County Public Schools,Cherry Run Elementary,SCH,Low Poverty,2.3,2.3,1,1,Non-Title I
2023 - 2024,Fairfax County Public Schools,Chesterbrook Elementary,SCH,Low Poverty,8.5,12.8,4,6,All Schools
2023 - 2024,Fairfax County Public Schools,Chesterbrook Elementary,SCH,Low Poverty,8.5,12.8,4,6,Non-Title I
2023 - 2024,Fairfax County Public Schools,Churchill Road Elementary,SCH,Low Poverty,4.2,6.3,2,3,All Schools
2023 - 2024,Fairfax County Public Schools,Churchill Road Elementary,SCH,Low Poverty,4.2,6.3,2,3,Non-Title I
2023 - 2024,Fairfax County Public Schools,Clearview Elementary,SCH,Medium Poverty,1.4,5.8,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Clearview Elementary,SCH,Medium Poverty,1.4,5.8,1,4,Title I
2023 - 2024,Fairfax County Public Schools,Clermont Elementary,SCH,Low Poverty,2.3,9.3,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Clermont Elementary,SCH,Low Poverty,2.3,9.3,1,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Coates Elementary,SCH,Medium Poverty,0,11.3,0,8,All Schools
2023 - 2024,Fairfax County Public Schools,Coates Elementary,SCH,Medium Poverty,0,11.3,0,8,Title I
2023 - 2024,Fairfax County Public Schools,Columbia Elementary,SCH,Medium Poverty,15.4,17.9,6,7,All Schools
2023 - 2024,Fairfax County Public Schools,Columbia Elementary,SCH,Medium Poverty,15.4,17.9,6,7,Non-Title I
2023 - 2024,Fairfax County Public Schools,Colvin Run Elementary,SCH,Low Poverty,1.8,3.6,1,2,All Schools
2023 - 2024,Fairfax County Public Schools,Colvin Run Elementary,SCH,Low Poverty,1.8,3.6,1,2,Non-Title I
2023 - 2024,Fairfax County Public Schools,Cooper Middle,SCH,Low Poverty,1.2,6.2,1,5,All Schools
2023 - 2024,Fairfax County Public Schools,Cooper Middle,SCH,Low Poverty,1.2,6.2,1,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Crestwood Elementary,SCH,Medium Poverty,1.9,9.6,1,5,All Schools
2023 - 2024,Fairfax County Public Schools,Crestwood Elementary,SCH,Medium Poverty,1.9,9.6,1,5,Title I
2023 - 2024,Fairfax County Public Schools,Crossfield Elementary,SCH,Low Poverty,2.1,2.1,1,1,All Schools
2023 - 2024,Fairfax County Public Schools,Crossfield Elementary,SCH,Low Poverty,2.1,2.1,1,1,Non-Title I
2023 - 2024,Fairfax County Public Schools,Cub Run Elementary,SCH,Low Poverty,8.6,13.8,5,8,All Schools
2023 - 2024,Fairfax County Public Schools,Cub Run Elementary,SCH,Low Poverty,8.6,13.8,5,8,Non-Title I
2023 - 2024,Fairfax County Public Schools,Cunningham Park Elementary,SCH,Low Poverty,5.1,12.8,2,5,All Schools
2023 - 2024,Fairfax County Public Schools,Cunningham Park Elementary,SCH,Low Poverty,5.1,12.8,2,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Daniels Run Elementary,SCH,Medium Poverty,1.3,5.3,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Daniels Run Elementary,SCH,Medium Poverty,1.3,5.3,1,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Deer Park Elementary,SCH,Medium Poverty,1.9,7.5,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Deer Park Elementary,SCH,Medium Poverty,1.9,7.5,1,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Dogwood Elementary,SCH,High Poverty,6.9,19.4,5,14,All Schools
2023 - 2024,Fairfax County Public Schools,Dogwood Elementary,SCH,High Poverty,6.9,19.4,5,14,Title I
2023 - 2024,Fairfax County Public Schools,Dranesville Elementary,SCH,Medium Poverty,5.2,13.8,3,8,All Schools
2023 - 2024,Fairfax County Public Schools,Dranesville Elementary,SCH,Medium Poverty,5.2,13.8,3,8,Non-Title I
2023 - 2024,Fairfax County Public Schools,Eagle View Elementary,SCH,Medium Poverty,11.3,17.7,7,11,All Schools
2023 - 2024,Fairfax County Public Schools,Eagle View Elementary,SCH,Medium Poverty,11.3,17.7,7,11,Non-Title I
2023 - 2024,Fairfax County Public Schools,Edison High,SCH,Medium Poverty,5.1,11.3,9,20,All Schools
2023 - 2024,Fairfax County Public Schools,Edison High,SCH,Medium Poverty,5.1,11.3,9,20,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fairfax High,SCH,Low Poverty,5.8,8.2,10,14,All Schools
2023 - 2024,Fairfax County Public Schools,Fairfax High,SCH,Low Poverty,5.8,8.2,10,14,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fairfax Villa Elementary,SCH,Low Poverty,2,2,1,1,All Schools
2023 - 2024,Fairfax County Public Schools,Fairfax Villa Elementary,SCH,Low Poverty,2,2,1,1,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fairhill Elementary,SCH,Low Poverty,1.9,3.8,1,2,All Schools
2023 - 2024,Fairfax County Public Schools,Fairhill Elementary,SCH,Low Poverty,1.9,3.8,1,2,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fairview Elementary,SCH,Low Poverty,3.7,9.3,2,5,All Schools
2023 - 2024,Fairfax County Public Schools,Fairview Elementary,SCH,Low Poverty,3.7,9.3,2,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Falls Church High,SCH,Medium Poverty,3.6,7.2,7,14,All Schools
2023 - 2024,Fairfax County Public Schools,Falls Church High,SCH,Medium Poverty,3.6,7.2,7,14,Non-Title I
2023 - 2024,Fairfax County Public Schools,Flint Hill Elementary,SCH,Low Poverty,6.3,14.6,3,7,All Schools
2023 - 2024,Fairfax County Public Schools,Flint Hill Elementary,SCH,Low Poverty,6.3,14.6,3,7,Non-Title I
2023 - 2024,Fairfax County Public Schools,Floris Elementary,SCH,Low Poverty,5.4,10.7,3,6,All Schools
2023 - 2024,Fairfax County Public Schools,Floris Elementary,SCH,Low Poverty,5.4,10.7,3,6,Non-Title I
2023 - 2024,Fairfax County Public Schools,Forest Edge Elementary,SCH,Medium Poverty,8.2,14.3,4,7,All Schools
2023 - 2024,Fairfax County Public Schools,Forest Edge Elementary,SCH,Medium Poverty,8.2,14.3,4,7,Title I
2023 - 2024,Fairfax County Public Schools,Forestdale Elementary,SCH,Medium Poverty,3.4,10.3,2,6,All Schools
2023 - 2024,Fairfax County Public Schools,Forestdale Elementary,SCH,Medium Poverty,3.4,10.3,2,6,Title I
2023 - 2024,Fairfax County Public Schools,Forestville Elementary,SCH,Low Poverty,2.4,4.8,1,2,All Schools
2023 - 2024,Fairfax County Public Schools,Forestville Elementary,SCH,Low Poverty,2.4,4.8,1,2,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fort Belvoir Elementary,SCH,Low Poverty,5.9,15.7,3,8,All Schools
2023 - 2024,Fairfax County Public Schools,Fort Belvoir Elementary,SCH,Low Poverty,5.9,15.7,3,8,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fort Belvoir Upper Elementary,SCH,Low Poverty,3.8,21.2,2,11,All Schools
2023 - 2024,Fairfax County Public Schools,Fort Belvoir Upper Elementary,SCH,Low Poverty,3.8,21.2,2,11,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fort Hunt Elementary,SCH,Low Poverty,2,10.2,1,5,All Schools
2023 - 2024,Fairfax County Public Schools,Fort Hunt Elementary,SCH,Low Poverty,2,10.2,1,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Fox Mill Elementary,SCH,Low Poverty,1.9,7.7,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Fox Mill Elementary,SCH,Low Poverty,1.9,7.7,1,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Franconia Elementary,SCH,Low Poverty,6.8,9.1,3,4,All Schools
2023 - 2024,Fairfax County Public Schools,Franconia Elementary,SCH,Low Poverty,6.8,9.1,3,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Franklin Middle,SCH,Low Poverty,6,6,4,4,All Schools
2023 - 2024,Fairfax County Public Schools,Franklin Middle,SCH,Low Poverty,6,6,4,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Freedom Hill Elementary,SCH,Medium Poverty,4.2,6.3,2,3,All Schools
2023 - 2024,Fairfax County Public Schools,Freedom Hill Elementary,SCH,Medium Poverty,4.2,6.3,2,3,Non-Title I
2023 - 2024,Fairfax County Public Schools,Frost Middle,SCH,Low Poverty,3.2,4.3,3,4,All Schools
2023 - 2024,Fairfax County Public Schools,Frost Middle,SCH,Low Poverty,3.2,4.3,3,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Garfield Elementary,SCH,Medium Poverty,0,2.6,0,1,All Schools
2023 - 2024,Fairfax County Public Schools,Garfield Elementary,SCH,Medium Poverty,0,2.6,0,1,Title I
2023 - 2024,Fairfax County Public Schools,Glasgow Middle,SCH,Medium Poverty,5.9,23.7,10,40,All Schools
2023 - 2024,Fairfax County Public Schools,Glasgow Middle,SCH,Medium Poverty,5.9,23.7,10,40,Title I
2023 - 2024,Fairfax County Public Schools,Glen Forest Elementary,SCH,High Poverty,2.4,8.4,2,7,All Schools
2023 - 2024,Fairfax County Public Schools,Glen Forest Elementary,SCH,High Poverty,2.4,8.4,2,7,Title I
2023 - 2024,Fairfax County Public Schools,Graham Road Elementary,SCH,High Poverty,6.3,10.4,3,5,All Schools
2023 - 2024,Fairfax County Public Schools,Graham Road Elementary,SCH,High Poverty,6.3,10.4,3,5,Title I
2023 - 2024,Fairfax County Public Schools,Great Falls Elementary,SCH,Low Poverty,2,3.9,1,2,All Schools
2023 - 2024,Fairfax County Public Schools,Great Falls Elementary,SCH,Low Poverty,2,3.9,1,2,Non-Title I
2023 - 2024,Fairfax County Public Schools,Greenbriar East Elementary,SCH,Low Poverty,7.5,9,5,6,All Schools
2023 - 2024,Fairfax County Public Schools,Greenbriar East Elementary,SCH,Low Poverty,7.5,9,5,6,Non-Title I
2023 - 2024,Fairfax County Public Schools,Greenbriar West Elementary,SCH,Low Poverty,1.9,7.4,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Greenbriar West Elementary,SCH,Low Poverty,1.9,7.4,1,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Groveton Elementary,SCH,Medium Poverty,1.3,5.3,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Groveton Elementary,SCH,Medium Poverty,1.3,5.3,1,4,Title I
2023 - 2024,Fairfax County Public Schools,Gunston Elementary,SCH,Medium Poverty,4.2,8.3,2,4,All Schools
2023 - 2024,Fairfax County Public Schools,Gunston Elementary,SCH,Medium Poverty,4.2,8.3,2,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Halley Elementary,SCH,Medium Poverty,1.9,3.8,1,2,All Schools
2023 - 2024,Fairfax County Public Schools,Halley Elementary,SCH,Medium Poverty,1.9,3.8,1,2,Non-Title I
2023 - 2024,Fairfax County Public Schools,Haycock Elementary,SCH,Low Poverty,3.4,11.9,2,7,All Schools
2023 - 2024,Fairfax County Public Schools,Haycock Elementary,SCH,Low Poverty,3.4,11.9,2,7,Non-Title I
2023 - 2024,Fairfax County Public Schools,Hayfield Elementary,SCH,Low Poverty,0,0,0,0,All Schools
2023 - 2024,Fairfax County Public Schools,Hayfield Elementary,SCH,Low Poverty,0,0,0,0,Non-Title I
2023 - 2024,Fairfax County Public Schools,Hayfield Secondary,SCH,Low Poverty,3.6,9.8,8,22,All Schools
2023 - 2024,Fairfax County Public Schools,Hayfield Secondary,SCH,Low Poverty,3.6,9.8,8,22,Non-Title I
2023 - 2024,Fairfax County Public Schools,Herndon Elementary,SCH,Medium Poverty,3.8,10,3,8,All Schools
2023 - 2024,Fairfax County Public Schools,Herndon Elementary,SCH,Medium Poverty,3.8,10,3,8,Title I
2023 - 2024,Fairfax County Public Schools,Herndon High,SCH,Medium Poverty,0,3.2,0,6,All Schools
2023 - 2024,Fairfax County Public Schools,Herndon High,SCH,Medium Poverty,0,3.2,0,6,Non-Title I
2023 - 2024,Fairfax County Public Schools,Herndon Middle,SCH,Medium Poverty,2,6.1,2,6,All Schools
2023 - 2024,Fairfax County Public Schools,Herndon Middle,SCH,Medium Poverty,2,6.1,2,6,Non-Title I
2023 - 2024,Fairfax County Public Schools,Hollin Meadows Elementary,SCH,Medium Poverty,0,10.5,0,6,All Schools
2023 - 2024,Fairfax County Public Schools,Hollin Meadows Elementary,SCH,Medium Poverty,0,10.5,0,6,Title I
2023 - 2024,Fairfax County Public Schools,Holmes Middle,SCH,Medium Poverty,5.8,12.8,5,11,All Schools
2023 - 2024,Fairfax County Public Schools,Holmes Middle,SCH,Medium Poverty,5.8,12.8,5,11,Non-Title I
2023 - 2024,Fairfax County Public Schools,Hughes Middle,SCH,Medium Poverty,2.5,9.9,2,8,All Schools
2023 - 2024,Fairfax County Public Schools,Hughes Middle,SCH,Medium Poverty,2.5,9.9,2,8,Non-Title I
2023 - 2024,Fairfax County Public Schools,Hunt Valley Elementary,SCH,Low Poverty,7,8.8,4,5,All Schools
2023 - 2024,Fairfax County Public Schools,Hunt Valley Elementary,SCH,Low Poverty,7,8.8,4,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Hunters Woods Elementary School for the Arts and Sciences,SCH,Low Poverty,1.7,3.4,1,2,All Schools
2023 - 2024,Fairfax County Public Schools,Hunters Woods Elementary School for the Arts and Sciences,SCH,Low Poverty,1.7,3.4,1,2,Non-Title I
2023 - 2024,Fairfax County Public Schools,Hutchison Elementary,SCH,High Poverty,3.6,5.5,4,6,All Schools
2023 - 2024,Fairfax County Public Schools,Hutchison Elementary,SCH,High Poverty,3.6,5.5,4,6,Title I
2023 - 2024,Fairfax County Public Schools,Hybla Valley Elementary,SCH,High Poverty,2.4,9.4,2,8,All Schools
2023 - 2024,Fairfax County Public Schools,Hybla Valley Elementary,SCH,High Poverty,2.4,9.4,2,8,Title I
2023 - 2024,Fairfax County Public Schools,Irving Middle,SCH,Low Poverty,3.4,6.9,3,6,All Schools
2023 - 2024,Fairfax County Public Schools,Irving Middle,SCH,Low Poverty,3.4,6.9,3,6,Non-Title I
2023 - 2024,Fairfax County Public Schools,Island Creek Elementary,SCH,Low Poverty,3.4,5.1,2,3,All Schools
2023 - 2024,Fairfax County Public Schools,Island Creek Elementary,SCH,Low Poverty,3.4,5.1,2,3,Non-Title I
2023 - 2024,Fairfax County Public Schools,Jackson Middle,SCH,Medium Poverty,8,13.6,7,12,All Schools
2023 - 2024,Fairfax County Public Schools,Jackson Middle,SCH,Medium Poverty,8,13.6,7,12,Non-Title I
2023 - 2024,Fairfax County Public Schools,Johnson Middle,SCH,Low Poverty,4.1,9.2,4,9,All Schools
2023 - 2024,Fairfax County Public Schools,Johnson Middle,SCH,Low Poverty,4.1,9.2,4,9,Non-Title I
2023 - 2024,Fairfax County Public Schools,Justice High,SCH,Medium Poverty,2,11.3,4,23,All Schools
2023 - 2024,Fairfax County Public Schools,Justice High,SCH,Medium Poverty,2,11.3,4,23,Non-Title I
2023 - 2024,Fairfax County Public Schools,Keene Mill Elementary,SCH,Low Poverty,8.6,8.6,5,5,All Schools
2023 - 2024,Fairfax County Public Schools,Keene Mill Elementary,SCH,Low Poverty,8.6,8.6,5,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Kent Gardens Elementary,SCH,Low Poverty,2.9,7.1,2,5,All Schools
2023 - 2024,Fairfax County Public Schools,Kent Gardens Elementary,SCH,Low Poverty,2.9,7.1,2,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Key Center,SCH,Medium Poverty,14.3,23.8,3,5,All Schools
2023 - 2024,Fairfax County Public Schools,Key Center,SCH,Medium Poverty,14.3,23.8,3,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Key Middle,SCH,Medium Poverty,1.4,6.9,1,5,All Schools
2023 - 2024,Fairfax County Public Schools,Key Middle,SCH,Medium Poverty,1.4,6.9,1,5,Non-Title I
2023 - 2024,Fairfax County Public Schools,Kilmer Center,SCH,Low Poverty,5.6,16.7,1,3,All Schools
2023 - 2024,Fairfax County Public Schools,Kilmer Center,SCH,Low Poverty,5.6,16.7,1,3,Non-Title I
2023 - 2024,Fairfax County Public Schools,Kilmer Middle,SCH,Low Poverty,0,3.4,0,3,All Schools
2023 - 2024,Fairfax County Public Schools,Kilmer Middle,SCH,Low Poverty,0,3.4,0,3,Non-Title I
2023 - 2024,Fairfax County Public Schools,Kings Glen Elementary,SCH,Low Poverty,2.6,10.5,1,4,All Schools
2023 - 2024,Fairfax County Public Schools,Kings Glen Elementary,SCH,Low Poverty,2.6,10.5,1,4,Non-Title I
2023 - 2024,Fairfax County Public Schools,Kings Park Elementary,SCH,Low Poverty,8.5,11.9,5,7,All Schools
2023 - 2024,Fairfax County Public Schools,Kings Park Elementary,SCH,Low Poverty,8.5,11.9,5,7,Non-Title I
2023 - 2024,Fairfax County Public Schools,Lake Anne Elementary,SCH,Medium Poverty,0,10.9,0,6,All Schools
2023 - 2024,Fairfax County Public Schools,Lake Anne Elementary,SCH,Medium Poverty,0,10.9,0,6,Non-Title I
2023 - 2024,Fairfax County Public Schools,Lake Braddock Secondary,SCH,Low Poverty,2.2,8,7,25,All Schools
2023 - 2024,Fairfax County Public Schools,Lake Braddock Secondary,SCH,Low Poverty,2.2,8,7,25,Non-Title I
2023 - 2024,Fairfax County Public Schools,Lane Elementary,SCH,Low Poverty,5.1,13.6,3,8,All Schools
2023 - 2024,Fairfax County Public Schools,Lane Elementary,SCH,Low Poverty,5.1,13.6,3,8,Non-Title I
2023 - 2024,Fairfax County Public Schools,Langley High,SCH,Low Poverty,2.1,5.7,3,8,All Schools
2023 - 2024,Fairfax County Public Schools,Langley High,SCH,Low Poverty,2.1,5.7,3,8,Non-Title I
2023 - 2024,Fairfax County Public Schools,Laurel Hill Elementary,SCH,Low Poverty,1.9,3.7,1,2,All Schools
2023 - 2024,Fairfax County Public Schools,Laurel Hill Elementary,SCH,Low Poverty,1.9,3.7,1,2,Non-Title I
2023 - 2024,Fairfax County Public Schools,Laurel Ridge Elementary,SCH,Low Poverty,2.9,12.9,2,9,All Schools
